iter	Logloss
387	0.472060126
388	0.4719124893
389	0.4716072146
390	0.4713839371
391	0.4710297457
392	0.4707010351
393	0.4704539977
394	0.4701476596
395	0.4698431965
396	0.4695981714
397	0.4693575977
398	0.4691339224
399	0.4689292252
400	0.4686354586
401	0.4683663594
402	0.4680245425
403	0.467681515
404	0.4674460223
405	0.4671877721
406	0.4668640396
407	0.4664837511
408	0.4662053038
409	0.4659385839
410	0.4656865884
411	0.4653936804
412	0.4653032748
413	0.4650171974
414	0.464805985
415	0.4644775229
416	0.4642670977
417	0.4640792616
418	0.4637594859
419	0.4634948722
420	0.4631745372
421	0.4631163837
422	0.4628095839
423	0.4624421601
424	0.4621257629
425	0.4619216604
426	0.461620929
427	0.4612794417
428	0.4609956005
429	0.4607397884
430	0.4604517731
431	0.4602740027
432	0.4599831862
433	0.4596900599
434	0.4594440658
435	0.4592511293
436	0.4589425055
437	0.4587532855
438	0.4584742268
439	0.4581940331
440	0.4580017853
441	0.4577171557
442	0.4574023545
443	0.4572046348
444	0.4569871418
445	0.4566881186
446	0.4563586062
447	0.4561584598
448	0.4559663875
449	0.4556020224
450	0.4552525616
451	0.4548762392
452	0.4545781145
453	0.4542670288
454	0.4542009782
455	0.4539091436
456	0.4536426103
457	0.4533653176
458	0.4530640394
459	0.4527538594
460	0.4524762584
461	0.4521745221
462	0.4518325555
463	0.4515658008
464	0.4512828199
465	0.4510117674
466	0.4506849661
467	0.4503825503
468	0.4502885497
469	0.4499730938
470	0.4497693714
471	0.449541172
472	0.4493737017
473	0.4490979966
474	0.448926838
475	0.4487022874
476	0.4484070578
477	0.4481599828
478	0.4480010165
479	0.4476641673
480	0.4474721296
481	0.4472617741
482	0.4469911832
483	0.446735399
484	0.446579005
485	0.4463908997
486	0.4460751203
487	0.4457567049
488	0.4454998891
489	0.4452459658
490	0.4449824564
491	0.4447134054
492	0.444474942
493	0.44424911
494	0.4439277714
495	0.4437260393
496	0.4434630144
497	0.4432211319
498	0.4429899124
499	0.4427674702
500	0.4425005031
501	0.4423108849
502	0.4421584515
503	0.4419133871
504	0.4417046588
505	0.4414629757
506	0.4411311356
507	0.4408256828
508	0.4405841056
509	0.4403724552
510	0.4401345736
511	0.4399477361
512	0.4398740766
513	0.439569099
514	0.4393023049
515	0.4390890976
516	0.4388609997
517	0.4386776589
518	0.4384122267
519	0.4382222007
520	0.4379490745
521	0.4377471404
522	0.4375431518
523	0.4373065794
524	0.4369914136
525	0.4367914269
526	0.4365457724
527	0.4362826209
528	0.4360055018
529	0.4357812892
530	0.4355888908
531	0.4353215752
532	0.4351709457
533	0.4348958951
534	0.4346629427
535	0.4345319655
536	0.4343129624
537	0.4340462787
538	0.4338240541
539	0.4335787965
540	0.4333329024
541	0.4331358321
542	0.4329478323
543	0.4326686379
544	0.4324649238
545	0.4322725226
546	0.4319975705
547	0.4317999694
548	0.4316216365
549	0.4313492364
550	0.431136191
551	0.4308468459
552	0.4305311424
553	0.4303092038
554	0.4300581316
555	0.4298365307
556	0.4297045199
557	0.4295659973
558	0.4293027048
559	0.4290813707
560	0.4288488687
561	0.4285838671
562	0.4282835037
563	0.4280062347
564	0.4277791796
565	0.4275362536
566	0.4273465984
567	0.4271261029
568	0.4269947768
569	0.4267574394
570	0.4264993874
571	0.4262605382
572	0.4260753787
573	0.4258738042
574	0.4255960256
575	0.4253437949
576	0.4251249324
577	0.4248651012
578	0.4246508012
579	0.4244226329
580	0.4241594209
581	0.4238715021
582	0.4237700269
583	0.4235720246
584	0.4233719664
585	0.4231093834
586	0.4228014545
587	0.4226352978
588	0.4222501112
589	0.4219692691
590	0.4217439025
591	0.4215630042
592	0.4213143627
593	0.4212606192
594	0.4211050363
595	0.420883833
596	0.4207400504
597	0.4205587104
598	0.4203501999
599	0.4201215917
600	0.41986408
601	0.4196506536
602	0.4194905346
603	0.4193616733
604	0.4190841441
605	0.4189217938
606	0.4187217482
607	0.4185706072
608	0.4183143769
609	0.4181760777
610	0.4179238692
611	0.4177232591
612	0.4174705756
613	0.4172740922
614	0.4170809828
615	0.4169653326
616	0.416675847
617	0.4164340195
618	0.4162664284
619	0.4160864434
620	0.4159070179
621	0.4156858486
622	0.4154377844
623	0.4152905786
624	0.4150467755
625	0.4147684181
626	0.4144990721
627	0.4142008315
628	0.4140304942
629	0.4138192839
630	0.4135209217
631	0.4133125031
632	0.4130807497
633	0.4128973835
634	0.4126511974
635	0.4124647971
636	0.4121963847
637	0.411999245
638	0.4117435347
639	0.4115082967
640	0.4113572297
641	0.4112333324
642	0.4110698718
643	0.4108774216
644	0.4107852918
645	0.4105145684
646	0.4102885899
647	0.4100904189
648	0.4098812173
649	0.4096576189
650	0.4094926175
651	0.4092309927
652	0.4090434533
653	0.4087758736
654	0.4085161608
655	0.4082949514
656	0.4081203836
657	0.4079078902
658	0.4077927138
659	0.4075282671
660	0.4072893567
661	0.407001942
662	0.4067702176
663	0.4065205797
664	0.4062974718
665	0.4060819176
666	0.4058840373
667	0.4057296694
668	0.4054506422
669	0.4052936014
670	0.4051172804
671	0.4049358485
672	0.4047065276
673	0.404519349
674	0.4043268744
675	0.4041949997
676	0.4039563133
677	0.403827661
678	0.4036363803
679	0.4034200195
680	0.4032639178
681	0.4030260831
682	0.4027770762
683	0.4025736375
684	0.4024026808
685	0.402165673
686	0.4018761083
687	0.4016922171
688	0.401455426
689	0.4011730695
690	0.4009811275
691	0.4007582824
692	0.4005989788
693	0.4004131792
694	0.4001641444
695	0.4000455752
696	0.3999169939
697	0.3997346481
698	0.3995845106
699	0.3993681105
700	0.3991211744
701	0.398950582
702	0.3987568243
703	0.3985616503
704	0.39842482
705	0.3982185769
706	0.3980006112
707	0.3977655689
708	0.3975391255
709	0.3973118644
710	0.3970957466
711	0.3969041897
712	0.3968285027
713	0.396655067
714	0.3965647612
715	0.3963532997
716	0.3961337145
717	0.3959847622
718	0.395817723
719	0.3955561695
720	0.3953962705
721	0.3951677423
722	0.3949202174
723	0.3948082007
724	0.3945638068
725	0.3942808186
726	0.3940565203
727	0.3937930948
728	0.3936731846
729	0.3934592502
730	0.3932134426
731	0.3930862794
732	0.3930207003
733	0.3928729157
734	0.3927027687
735	0.3925490816
736	0.3923720693
737	0.3921430716
738	0.3919198122
739	0.3917311173
740	0.3915309926
741	0.3913034357
742	0.3910906373
743	0.3908632808
744	0.3906040075
745	0.3904704992
746	0.3902563167
747	0.3900216231
748	0.3898085577
749	0.3895914803
750	0.3893868208
751	0.3891481449
752	0.3889917586
753	0.3888056148
754	0.3886314921
755	0.388493453
756	0.3882611581
757	0.3880497392
758	0.3878983288
759	0.3876904949
760	0.3874678303
761	0.387216752
762	0.3870741806
763	0.3868177455
764	0.3866118173
765	0.3863643531
766	0.3861691663
767	0.3860172137
768	0.3858137841
769	0.3855826037
770	0.3853708625
771	0.3852079751
772	0.3850461663
773	0.3848454208
774	0.3846300512
775	0.3844658797
776	0.3843016765
777	0.3840342189
778	0.38388901
779	0.3837978995
780	0.3836141094
781	0.383378795
782	0.3831595228
783	0.3829707013
784	0.3827295443
785	0.3825542423
786	0.3823429914
787	0.3821455878
788	0.3819235875
789	0.3817865327
790	0.381644759
791	0.3814011014
792	0.3811489389
793	0.3808833155
794	0.3805869359
795	0.3803746694
796	0.3801400031
797	0.3799146443
798	0.3797208175
799	0.3795712911
800	0.3793905301
801	0.3792158552
802	0.3791220987
803	0.3790946318
804	0.3789004077
805	0.3787545475
806	0.3785616947
807	0.3784071144
808	0.378234417
809	0.3779896077
810	0.3778642783
811	0.3777029673
812	0.3775418671
813	0.3773527523
814	0.377168164
815	0.3769788758
816	0.3767983865
817	0.3766421428
818	0.3764543573
819	0.3764094841
820	0.3762374822
821	0.3760611554
822	0.3758222117
823	0.3756458614
824	0.3754982746
825	0.37536034
826	0.3751140028
827	0.3749311148
828	0.3747145652
829	0.3744927828
830	0.3743366685
831	0.3741193755
832	0.3739829036
833	0.3738076104
834	0.3736370422
835	0.3734247962
836	0.3732055653
837	0.372987489
838	0.3728662271
839	0.3726610972
840	0.3725444409
841	0.3723966534
842	0.3721458557
843	0.3719755438
844	0.3718035531
845	0.3715709719
846	0.3713304217
847	0.3711249522
848	0.3708831865
849	0.3707341255
850	0.3705774663
851	0.3703653495
852	0.3702003572
853	0.3700000859
854	0.3697975549
855	0.3696272743
856	0.3694719807
857	0.3693056939
858	0.36906425
859	0.3688259734
860	0.3685875553
861	0.3684437484
862	0.3682639045
863	0.3680846092
864	0.3679949071
865	0.3677666903
866	0.3675958922
867	0.3674198452
868	0.3672947954
869	0.3670702947
870	0.3668872509
871	0.3667256118
872	0.3665546208
873	0.3664942973
874	0.3663107304
875	0.3660496493
876	0.3659166497
877	0.365736316
878	0.3655846563
879	0.3654096059
880	0.3652634198
881	0.3650778611
882	0.364827913
883	0.3646204519
884	0.3644368087
885	0.3644243556
886	0.3642072393
887	0.3639904115
888	0.3638714783
889	0.3636606532
890	0.3634325747
891	0.3632314007
892	0.3630741145
893	0.3628409599
894	0.3626819848
895	0.3625533994
896	0.3623744989
897	0.3621243429
898	0.3619351747
899	0.3617252598
900	0.3615310922
901	0.3613582855
902	0.3611880314
903	0.3609806341
904	0.3608678762
905	0.3606525222
906	0.3604927493
907	0.3603402838
908	0.360172479
909	0.3599984264
910	0.3598022164
911	0.359647459
912	0.3594969036
913	0.3594205826
914	0.3592530527
915	0.3590713556
916	0.3590470949
917	0.35880696
918	0.3585723628
919	0.3583338308
920	0.3581867443
921	0.3579923875
922	0.3579682468
923	0.3578128457
924	0.3576231574
925	0.3574728958
926	0.3573122654
927	0.3572095097
928	0.3570420235
929	0.3569315895
930	0.3567900406
931	0.3565599816
932	0.3563833007
933	0.356235273
934	0.3560877238
935	0.3559018733
936	0.3557062809
937	0.3555600793
938	0.3553586535
939	0.35520393
940	0.3550390145
941	0.3548196044
942	0.3546239199
943	0.3544744276
944	0.3542318996
945	0.3541307701
946	0.353938569
947	0.3538105013
948	0.3537053689
949	0.3535229292
950	0.3533653179
951	0.3532120615
952	0.3530288167
953	0.3528461324
954	0.3527086429
955	0.3525912548
956	0.3523995857
957	0.3523014442
958	0.3522108324
959	0.3519878308
960	0.3518070898
961	0.3516289976
962	0.3515860313
963	0.351387299
964	0.3511774577
965	0.3510097938
966	0.3508028443
967	0.3506687841
968	0.3506452892
969	0.3505017681
970	0.350279222
971	0.3501197375
972	0.3499882675
973	0.349742389
974	0.3495726009
975	0.3493744795
976	0.349194634
977	0.3490308916
978	0.3488384902
979	0.3486469447
980	0.3484699403
981	0.3484558718
982	0.348288606
983	0.3481468899
984	0.3480108866
985	0.347859128
986	0.3476608207
987	0.3474669833
988	0.3472743336
989	0.3471722207
990	0.3470054993
991	0.3468774853
992	0.3467548998
993	0.3465457273
994	0.3464281746
995	0.3463227624
996	0.3461836264
997	0.3460484015
998	0.3458658308
999	0.3457540587
